,mobile_price,mobile_color,disp_size,resolution,os,num_cores,mp_speed,int_memory,ram,p_cam,f_cam,network,battery_power,mob_width,mob_height,mob_depth,mob_weight,brand
200,16990,0,16.21,11,9.0,8,2.0,128,4,22,10,2,4500,75.23,159.53,8.13,179.0,1
201,19990,0,16.21,11,9.0,8,2.0,128,6,22,10,2,4500,75.23,159.53,8.13,179.0,1
202,16990,1,16.21,11,9.0,8,2.0,128,4,22,10,2,4500,75.23,159.53,8.13,179.0,1
203,19990,1,16.21,11,9.0,8,2.0,128,6,22,10,2,4500,75.23,159.53,8.13,179.0,1
204,9199,1,15.8,3,8.1,8,2.0,16,2,15,12,3,4030,75.09,155.11,8.28,163.5,1
205,22399,0,16.23,11,9.0,8,2.0,128,6,32,10,3,3700,74.71,157.25,8.21,185.0,1
206,13990,5,16.13,4,9.0,8,2.3,128,4,11,5,3,5000,76.77,159.43,8.92,190.5,1
207,21099,2,16.23,11,9.0,8,2.0,128,6,26,10,3,3700,74.71,157.25,8.21,185.0,1
208,29499,1,16.36,12,9.0,8,2.0,128,8,29,9,2,4100,74.7,159.0,9.8,201.8,1
209,29499,3,16.36,12,9.0,8,2.0,128,8,29,9,2,4100,74.7,159.0,9.8,201.8,1
210,11490,1,16.13,4,9.0,8,2.0,64,3,13,14,3,5000,76.77,159.43,8.92,190.5,1
211,28499,0,16.23,11,9.0,8,2.0,128,8,26,10,3,3700,74.71,157.25,8.21,185.0,1
212,28990,1,16.28,11,8.1,8,1.95,64,6,5,7,3,3400,75.08,157.91,7.9,156.0,1
213,29990,1,16.74,10,8.1,8,2.8,128,8,5,14,3,4000,77.0,162.0,7.98,199.0,1
214,13990,1,15.49,3,8.1,8,2.0,32,3,15,12,3,3260,75.0,155.06,7.77,148.0,1
215,16990,1,16.0,9,8.1,8,1.8,32,4,17,3,3,3260,75.03,154.81,7.89,150.0,1
216,21099,1,16.59,11,9.0,8,2.1,64,6,6,10,3,4000,75.93,161.97,8.54,189.5,1
217,15500,1,15.8,3,8.1,8,2.0,32,4,10,14,3,4030,75.09,155.11,8.28,163.5,1
218,14990,1,15.8,3,8.1,8,2.0,64,3,10,14,3,4030,75.09,155.11,8.28,163.5,1
219,11990,0,15.8,3,8.1,8,2.0,32,2,10,14,3,4030,75.09,155.11,8.28,163.5,1
220,18900,1,14.48,1,7.1,8,1.8,32,4,23,6,3,3000,72.8,149.3,7.9,139.0,1
221,15990,0,14.48,1,7.1,8,1.8,32,4,23,6,3,3000,72.8,149.3,7.9,139.0,1
222,11999,4,15.8,3,8.1,8,2.0,32,4,15,14,3,3260,75.24,155.21,7.7,151.0,1
223,24000,4,16.0,9,8.1,8,2.2,64,4,20,6,3,3260,75.03,154.81,7.89,150.0,1
224,8900,1,15.24,1,8.1,4,1.4,16,2,48,12,3,3360,75.74,155.87,7.8,150.0,1
225,15990,5,15.8,3,8.1,8,2.0,32,4,10,14,3,4030,75.09,155.11,8.28,163.5,1
226,10990,0,16.13,4,9.0,8,2.0,32,3,13,14,3,5000,76.77,159.43,8.92,190.5,1
227,14990,1,16.59,11,9.0,8,2.3,64,6,18,10,3,5000,77.33,162.39,8.85,201.0,1
228,13990,0,16.59,11,9.0,8,2.3,64,4,18,10,3,5000,77.33,162.39,8.85,201.0,1
229,14990,0,16.59,11,9.0,8,2.3,64,6,18,10,3,5000,77.33,162.39,8.85,201.0,1
230,12990,0,16.13,4,9.0,8,2.0,64,4,13,14,3,5000,76.77,159.43,8.92,190.5,1
231,12990,1,16.13,4,9.0,8,2.0,64,4,13,14,3,5000,76.77,159.43,8.92,190.5,1
232,17990,1,16.0,9,8.1,8,1.95,64,4,10,3,3,3260,75.03,154.81,7.89,150.0,1
233,17990,5,16.0,9,8.1,8,1.95,64,4,10,3,3,3260,75.03,154.81,7.89,150.0,1
234,11500,4,15.49,3,8.1,8,2.0,32,3,15,12,3,3260,75.0,155.06,7.77,148.0,1
235,17999,4,16.0,9,8.1,8,1.8,32,4,17,3,3,3260,75.03,154.81,7.89,150.0,1
236,9990,1,15.8,3,8.1,8,2.0,32,3,10,14,3,4030,75.09,155.11,8.28,163.5,1
237,10900,4,15.24,1,8.1,4,1.4,16,3,15,12,3,3360,75.74,155.87,7.8,150.0,1
238,12000,1,15.24,1,8.1,4,1.4,32,4,15,12,3,3360,75.74,155.87,7.8,150.0,1
239,22325,0,15.21,1,7.1,8,1.8,64,4,23,6,3,3225,75.74,155.87,7.7,160.0,1
240,13995,1,13.21,0,6.0,4,1.4,16,3,15,12,3,2730,72.9,149.9,7.5,142.0,1
241,13529,7,13.21,0,6.0,4,1.4,16,3,15,12,3,2730,72.9,149.9,7.5,142.0,1
242,11990,4,15.8,3,8.1,4,2.0,16,2,15,12,3,3260,75.0,155.06,7.77,143.0,1
243,10900,1,15.24,1,8.1,4,1.4,16,3,15,12,3,3360,75.74,155.87,7.8,150.0,1
244,12000,4,15.24,1,8.1,4,1.4,32,4,15,12,3,3360,75.74,155.87,7.8,150.0,1
245,8998,1,15.8,3,8.1,8,2.0,32,2,15,12,3,4030,75.09,155.11,8.28,163.5,1
246,8990,1,15.8,3,8.1,8,2.0,32,2,10,14,3,4030,75.09,155.11,8.28,163.5,1
247,14914,4,13.97,0,7.0,8,1.5,32,3,15,3,3,3000,75.7,154.6,7.7,162.8,1
248,14538,1,15.8,3,8.1,8,2.0,32,4,15,12,3,3260,75.0,155.06,7.77,148.0,1
249,17490,0,16.26,11,9.0,8,2.3,128,4,33,3,3,6000,159.0,90.0,7.5,186.0,6
250,16499,0,16.51,6,10.0,8,2.0,64,4,36,1,2,5000,75.3,163.6,8.9,191.0,6
251,16499,1,16.51,6,10.0,8,2.0,64,4,36,1,2,5000,75.3,163.6,8.9,191.0,6
252,18499,0,16.51,6,10.0,8,2.0,64,6,36,1,2,5000,75.3,163.6,8.9,191.0,6
253,18499,3,16.51,6,10.0,8,2.0,64,6,36,1,2,5000,75.3,163.6,8.9,191.0,6
254,18499,1,16.51,6,10.0,8,2.0,64,6,36,1,2,5000,75.3,163.6,8.9,191.0,6
255,17490,3,16.51,6,10.0,8,2.0,64,4,36,1,2,5000,75.3,163.6,8.9,191.0,6
256,15999,0,16.26,11,10.0,8,2.3,64,4,38,5,3,6000,75.0,159.0,9.0,188.0,6
257,15990,1,16.26,11,10.0,8,2.3,64,4,38,5,3,6000,75.0,159.0,9.0,188.0,6
258,6299,1,12.7,13,8.1,4,1.4,16,1,48,12,2,2600,72.1,143.4,8.95,154.0,6
259,19900,0,16.26,11,10.0,8,2.3,128,6,46,10,3,6000,90.0,159.0,7.5,191.0,6
260,47999,0,17.02,12,10.0,8,2.8,512,8,27,10,3,4500,75.6,162.5,8.1,187.0,6
261,47999,1,17.02,12,10.0,8,2.8,512,8,27,10,3,4500,75.6,162.5,8.1,187.0,6
262,6000,4,11.94,13,5.4,4,1.3,8,1,40,8,2,2000,69.0,136.5,8.4,130.0,6
263,20995,1,13.97,7,7.0,8,1.6,64,3,15,1,2,3600,74.7,152.4,7.8,178.0,6
264,11995,1,13.97,0,7.0,8,1.6,16,2,15,12,2,3000,152.4,78.6,7.6,170.0,6
265,10995,4,13.97,0,7.0,8,1.6,16,2,15,12,2,3000,152.4,78.6,7.6,170.0,6
266,9999,5,16.76,6,10.0,8,2.0,64,4,25,14,3,5000,76.8,165.0,8.7,185.0,4
267,9999,0,16.76,6,10.0,8,2.0,64,4,25,14,3,5000,76.8,165.0,8.7,185.0,4
268,8999,5,16.76,6,10.0,8,2.0,64,4,9,14,3,5000,76.8,165.0,8.7,185.0,4
269,8999,0,16.76,6,10.0,8,2.0,64,4,9,14,3,5000,76.8,165.0,8.7,185.0,4
270,10999,0,15.06,8,8.1,8,2.0,64,4,23,3,3,4000,75.0,158.0,8.4,190.0,4
271,11499,6,16.59,11,10.0,8,2.3,64,4,30,3,3,4000,76.88,162.5,8.95,194.0,4
272,11499,5,16.59,11,10.0,8,2.3,64,4,30,3,3,4000,76.88,162.5,8.95,194.0,4
273,10999,2,15.06,8,8.1,8,2.0,64,4,23,3,3,4000,75.0,158.0,8.4,190.0,4
274,10999,7,15.75,2,8.1,8,1.4,32,3,10,3,2,4000,75.3,156.7,8.3,150.0,4
275,10999,1,15.75,2,8.1,8,1.4,32,3,10,3,2,4000,75.3,156.7,8.3,150.0,4
276,7699,0,15.21,8,8.1,8,2.0,64,4,8,3,3,4500,75.25,158.25,8.65,175.0,4
277,7699,7,15.21,8,8.1,8,2.0,64,4,8,3,3,4500,75.25,158.25,8.65,175.0,4
278,9999,1,15.72,2,9.0,8,2.39,64,4,10,0,2,4000,74.8,153.9,7.9,159.0,4
279,9999,4,15.72,2,9.0,8,2.39,64,4,10,0,2,4000,74.8,153.9,7.9,159.0,4
280,9999,0,15.72,2,9.0,8,2.39,64,4,10,0,2,4000,74.8,153.9,7.9,159.0,4
281,7599,7,15.21,8,8.1,8,2.0,32,3,8,3,3,4500,75.25,158.25,8.65,175.0,4
282,11999,0,14.35,1,8.0,8,1.4,64,4,15,5,3,4000,72.85,153.0,8.4,150.0,4
283,11999,1,14.35,1,8.0,8,1.4,64,4,15,5,3,4000,72.85,153.0,8.4,150.0,4
284,11999,4,14.35,1,8.0,8,1.4,64,4,15,5,3,4000,72.85,153.0,8.4,150.0,4
285,8499,5,16.76,6,9.0,8,2.0,64,4,19,3,2,4000,76.0,164.0,7.9,178.0,4
286,8499,0,16.76,6,9.0,8,2.0,64,4,19,3,2,4000,76.0,164.0,7.9,178.0,4
287,8499,1,16.76,6,9.0,8,2.0,64,4,19,3,2,4000,76.0,164.0,7.9,178.0,4
288,7599,1,15.21,8,8.1,8,2.0,32,3,8,3,3,4500,75.25,158.25,8.65,175.0,4
289,19999,1,15.19,7,7.0,8,2.6,128,6,1,3,3,4350,82.38,166.38,7.95,197.0,4
290,9599,0,15.77,3,9.0,8,2.0,32,3,12,10,3,4000,75.0,156.0,7.9,155.0,4
291,9599,5,15.77,3,9.0,8,2.0,32,3,12,10,3,4000,75.0,156.0,7.9,155.0,4
292,9599,7,15.77,3,9.0,8,2.0,32,3,12,10,3,4000,75.0,156.0,7.9,155.0,4
293,9599,0,16.76,6,9.0,8,2.0,64,4,21,10,3,4000,76.0,164.0,7.9,178.0,4
294,9599,5,16.76,6,9.0,8,2.0,64,4,21,10,3,4000,76.0,164.0,7.9,178.0,4
295,9999,4,14.35,1,8.0,8,1.4,32,3,15,5,3,4000,72.85,153.0,8.4,150.0,4
296,9999,1,14.35,1,8.0,8,1.4,32,3,15,5,3,4000,72.85,153.0,8.4,150.0,4
297,9999,0,14.35,1,8.0,8,1.4,32,3,15,5,3,4000,72.85,153.0,8.4,150.0,4
298,9999,2,14.35,1,8.0,8,1.4,32,3,15,5,3,4000,72.85,153.0,8.4,150.0,4
299,7699,1,15.21,8,8.1,8,2.0,64,4,8,3,3,4500,75.25,158.25,8.65,175.0,4
300,17999,1,15.19,7,7.0,8,2.6,64,6,1,3,3,4350,82.38,166.38,7.95,197.0,4
301,17999,2,15.19,7,7.0,8,2.6,64,6,1,3,3,4350,82.38,166.38,7.95,197.0,4
302,18999,0,15.7,8,8.1,8,2.8,128,6,5,5,3,4000,75.3,155.5,8.8,180.0,5
303,22999,0,15.7,8,8.1,8,2.8,256,8,5,5,3,4000,75.3,155.5,8.8,180.0,5
304,22999,1,15.7,8,8.1,8,2.8,256,8,5,5,3,4000,75.3,155.5,8.8,180.0,5
305,22999,2,15.7,8,8.1,8,2.8,256,8,5,5,3,4000,75.3,155.5,8.8,180.0,5
306,19999,2,15.7,8,8.1,8,2.8,64,6,5,5,3,4000,75.3,155.5,8.8,180.0,5
307,21499,5,16.94,12,10.0,8,2.2,256,8,43,4,3,4500,76.6,165.3,8.79,208.0,5
308,17499,5,16.94,12,10.0,8,2.2,64,6,43,4,3,4500,76.6,165.3,8.79,208.0,5
309,17499,0,16.94,12,10.0,8,2.2,64,6,43,4,3,4500,76.6,165.3,8.79,208.0,5
310,18499,2,16.94,12,10.0,8,2.2,128,6,43,4,3,4500,76.6,165.3,8.79,208.0,5
311,18499,0,16.94,12,10.0,8,2.2,128,6,43,4,3,4500,76.6,165.3,8.79,208.0,5
312,21499,0,16.94,12,10.0,8,2.2,256,8,43,4,3,4500,76.6,165.3,8.79,208.0,5
313,21499,2,16.94,12,10.0,8,2.2,256,8,43,4,3,4500,76.6,165.3,8.79,208.0,5
314,17499,2,16.94,12,10.0,8,2.2,64,6,43,4,3,4500,76.6,165.3,8.79,208.0,5
315,18499,5,16.94,12,10.0,8,2.2,128,6,43,4,3,4500,76.6,165.3,8.79,208.0,5
316,18999,2,15.7,8,8.1,8,2.8,128,6,5,5,3,4000,75.3,155.5,8.8,180.0,5
317,18999,1,15.7,8,8.1,8,2.8,128,6,5,5,3,4000,75.3,155.5,8.8,180.0,5
318,22999,2,15.7,8,8.1,8,2.8,256,8,5,5,3,4000,75.3,155.5,8.8,180.0,5
319,18999,2,15.7,8,8.1,8,2.8,128,6,5,5,3,4000,75.3,155.5,8.8,180.0,5
320,18499,0,16.94,12,10.0,8,2.2,128,6,43,4,3,4500,76.6,165.3,8.79,208.0,5
321,18499,2,16.94,12,10.0,8,2.2,128,6,43,4,3,4500,76.6,165.3,8.79,208.0,5
322,19999,0,15.7,8,8.1,8,2.8,64,6,5,5,3,4000,75.3,155.5,8.8,180.0,5
323,19999,1,15.7,8,8.1,8,2.8,64,6,5,5,3,4000,75.3,155.5,8.8,180.0,5
324,14999,6,16.94,12,10.0,8,2.3,64,6,39,3,2,5000,76.68,165.75,8.8,209.0,5
325,16999,6,16.94,12,10.0,8,2.3,128,6,39,3,2,5000,76.68,165.75,8.8,209.0,5
326,13999,6,16.94,12,10.0,8,2.3,64,4,39,3,2,5000,76.68,165.75,8.8,209.0,5
327,16999,0,16.94,12,10.0,8,2.3,128,6,39,3,2,5000,76.68,165.75,8.8,209.0,5
328,16999,1,16.94,12,10.0,8,2.3,128,6,39,3,2,5000,76.68,165.75,8.8,209.0,5
329,14999,1,16.94,12,10.0,8,2.3,64,6,39,3,2,5000,76.68,165.75,8.8,209.0,5
330,14999,0,16.94,12,10.0,8,2.3,64,6,39,3,2,5000,76.68,165.75,8.8,209.0,5
331,13999,1,16.94,12,10.0,8,2.3,64,4,39,3,2,5000,76.68,165.75,8.8,209.0,5
332,13999,0,16.94,12,10.0,8,2.3,64,4,39,3,2,5000,76.68,165.75,8.8,209.0,5
333,12490,3,16.51,6,9.0,8,2.3,64,4,4,14,3,4230,75.5,163.9,8.3,180.0,2
334,14990,3,16.51,6,9.0,8,2.3,128,6,4,14,3,4230,75.5,163.9,8.3,180.0,2
335,14990,1,16.51,6,9.0,8,2.3,128,6,4,14,3,4230,75.5,163.9,8.3,180.0,2
336,12490,1,16.51,6,9.0,8,2.3,64,4,4,14,3,4230,75.5,163.9,8.3,180.0,2
337,16990,6,16.51,6,9.0,8,1.8,128,4,36,3,3,5000,75.6,163.6,9.1,195.0,2
338,9990,1,15.8,3,9.0,8,1.8,32,3,10,12,3,4230,75.5,155.9,8.3,165.0,2
339,9990,0,15.8,3,9.0,8,1.8,32,3,10,12,3,4230,75.5,155.9,8.3,165.0,2
340,8990,0,15.75,3,8.1,8,2.3,32,2,10,14,3,4230,75.4,155.9,8.2,170.0,2
341,18990,3,16.26,12,9.0,8,2.1,128,8,36,3,3,4000,73.3,160.2,7.9,172.0,2
342,18990,0,16.26,12,9.0,8,2.1,128,8,36,3,3,4000,73.3,160.2,7.9,172.0,2
343,16990,1,16.51,12,10.0,8,2.0,128,6,7,3,3,5000,75.5,162.0,8.9,192.0,2
344,16990,3,16.51,12,10.0,8,2.0,128,6,7,3,3,5000,75.5,162.0,8.9,192.0,2
345,8990,0,15.8,3,9.0,8,1.8,32,2,10,12,3,4230,75.5,155.9,8.3,165.0,2
346,8990,7,15.8,3,9.0,8,1.8,32,2,10,12,3,4230,75.5,155.9,8.3,165.0,2
347,11990,6,15.75,3,8.1,8,2.3,64,4,10,14,3,4230,75.4,155.9,8.2,170.0,2
348,15990,5,16.51,6,9.0,8,1.8,128,8,36,3,3,5000,75.6,163.6,9.1,195.0,2
349,18990,1,16.26,12,9.0,8,2.1,128,8,36,3,3,4000,73.3,160.2,7.9,172.0,2
350,15899,4,15.75,3,8.1,8,2.3,64,4,10,14,3,4230,75.4,155.9,8.2,170.0,2
351,29990,3,16.26,12,10.0,8,2.2,128,8,42,11,3,4025,73.4,158.8,8.1,175.0,2
352,29990,0,16.26,12,10.0,8,2.2,128,8,42,11,3,4025,73.4,158.8,8.1,175.0,2
353,29990,1,16.26,12,10.0,8,2.2,128,8,42,11,3,4025,73.4,158.8,8.1,175.0,2
354,12990,1,15.75,3,8.1,8,2.3,32,2,10,14,3,4230,75.4,155.9,8.2,170.0,2
355,14990,1,16.51,11,9.0,8,2.1,64,6,31,3,3,4000,76.1,161.3,8.8,190.0,2
356,41990,6,16.76,11,9.0,8,2.8,256,8,28,3,3,4065,77.2,162.0,9.3,215.0,2
357,38990,0,16.51,11,9.0,8,2.2,256,8,34,3,2,4000,74.3,160.0,9.5,189.0,2
358,60990,0,16.26,11,8.1,8,2.649,256,8,16,7,3,3730,74.2,156.7,9.6,186.0,2
359,60990,2,16.26,11,8.1,8,2.649,256,8,16,7,3,3730,74.2,156.7,9.6,186.0,2
360,29999,1,16.51,11,9.0,8,2.2,256,8,36,3,2,4000,75.8,161.8,8.67,195.0,2
361,14499,4,14.48,1,7.1,8,2.5,64,4,15,14,3,3180,73.1,150.5,7.7,143.0,2
362,15990,3,16.56,6,9.0,8,1.8,128,8,36,3,3,5000,75.6,163.6,9.1,195.0,2
363,13744,0,15.75,3,8.1,8,2.3,32,3,10,14,3,4230,75.4,155.9,8.2,170.0,2
364,12990,2,15.75,3,8.1,8,2.3,32,2,10,14,3,4230,75.4,155.9,8.2,170.0,2
365,9490,1,15.75,3,8.1,8,2.3,32,3,10,14,3,4230,75.4,155.9,8.2,170.0,2
366,18989,1,16.28,11,8.1,8,1.95,64,6,17,7,3,3600,75.5,158.3,7.4,156.0,2
367,19990,2,16.0,11,8.1,8,2.0,64,6,17,7,3,3500,74.0,156.7,7.99,169.0,2
368,19038,0,16.28,11,8.1,8,1.95,64,6,17,7,3,3600,75.5,158.3,7.4,156.0,2
369,17990,6,16.59,11,9.0,8,2.1,128,6,31,3,3,4020,76.1,162.0,8.3,188.0,2
370,8490,2,15.49,5,9.0,8,2.0,32,2,48,12,3,4000,77.35,154.4,8.35,165.0,2
371,13990,4,15.75,3,8.1,8,1.8,64,3,10,3,3,4230,75.4,155.9,8.1,168.0,2
372,19990,0,16.0,11,8.1,8,2.0,64,6,17,7,3,3500,74.0,156.7,7.99,169.0,2
373,19600,0,16.28,11,8.1,8,1.95,64,4,17,7,3,3600,75.5,158.3,7.4,156.0,2
374,21150,5,16.0,11,8.1,8,2.0,64,6,17,7,3,3500,74.0,156.7,7.99,169.0,2
375,17500,0,15.75,3,8.1,8,1.8,64,4,10,3,3,4230,75.4,155.9,8.1,168.0,2
376,12990,2,15.75,3,8.1,8,2.3,32,3,10,14,3,4230,75.4,155.9,8.2,170.0,2
377,14495,2,15.75,3,8.1,8,1.8,64,4,10,14,2,4230,75.6,156.2,8.2,168.0,2
378,9500,2,15.75,3,8.1,8,1.8,16,2,10,14,2,4230,75.6,156.2,8.2,168.0,2
379,9500,5,15.75,3,8.1,8,1.8,16,2,10,14,2,4230,75.6,156.2,8.2,168.0,2
380,13990,3,16.56,6,9.0,8,1.8,128,4,36,3,3,5000,75.6,163.6,9.1,195.0,2
381,11490,1,15.8,3,9.0,8,1.8,64,4,10,12,3,4230,75.5,155.9,8.3,165.0,2
382,11490,0,15.8,3,9.0,8,1.8,64,4,10,12,3,4230,75.5,155.9,8.3,165.0,2
383,16990,7,16.51,11,9.0,8,2.1,128,6,31,3,3,4000,76.1,161.3,8.8,190.0,2
384,16990,1,16.51,11,9.0,8,2.1,128,6,31,3,3,4000,76.1,161.3,8.8,190.0,2
385,31590,5,16.26,11,8.1,8,2.2,128,8,2,7,2,3700,74.6,157.6,7.9,183.0,2
386,13490,1,14.48,1,7.1,8,2.5,32,3,15,14,3,3180,73.1,150.5,7.7,143.0,2
387,9490,2,14.48,1,7.1,8,2.5,16,2,15,14,3,3180,73.1,150.5,7.7,143.0,2
388,22990,2,15.82,9,8.1,8,2.0,64,4,23,7,2,3400,75.3,156.0,7.8,158.0,2
389,13990,6,16.59,11,9.0,8,2.1,128,4,31,3,3,4020,76.1,162.0,8.3,188.0,2
390,13990,5,16.59,11,9.0,8,2.1,128,4,31,3,3,4020,76.1,162.0,8.3,188.0,2
391,17990,3,16.59,11,9.0,8,2.1,128,6,31,3,3,4020,76.1,162.0,8.3,188.0,2
392,18990,4,13.97,0,5.1,8,1.4,64,4,15,3,2,3075,76.0,154.5,7.38,160.0,2
393,18990,7,13.97,0,5.1,8,1.4,64,4,15,3,2,3075,76.0,154.5,7.38,160.0,2
394,18990,4,13.97,0,5.1,8,1.4,64,4,15,3,3,3075,76.0,154.5,7.38,160.0,2
395,11990,7,13.97,0,5.1,1,1.5,32,3,15,3,3,3075,154.5,73.8,7.6,160.0,2
396,8490,0,13.21,0,7.1,8,1.8,16,3,15,12,3,3000,73.8,148.1,7.6,137.0,2
397,12990,5,15.75,3,8.1,8,1.8,32,3,10,14,2,4230,75.6,156.2,8.2,168.0,2
398,18000,4,13.97,7,6.0,8,1.5,64,4,15,2,2,3200,75.2,153.3,7.3,153.0,2
399,13500,2,15.75,3,8.1,8,1.8,32,4,10,14,3,4230,75.6,156.1,8.2,170.0,2
400,13990,2,14.48,1,7.1,8,2.5,64,4,15,14,3,3180,73.1,150.5,7.7,143.0,2
401,17000,5,16.0,11,8.1,8,2.0,64,4,17,3,3,3500,74.0,156.7,7.99,169.0,2
402,15000,5,15.75,3,8.1,8,1.8,64,4,10,14,2,4230,75.6,156.2,8.2,168.0,2
403,41990,1,16.76,11,9.0,8,2.8,256,8,28,3,3,4065,77.2,162.0,9.3,215.0,2
404,38990,1,16.76,11,9.0,8,2.8,128,6,28,3,3,4065,77.2,162.0,9.3,215.0,2
